"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
59770,"6INAG4.0","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2003"
59675,"6INAG4.0","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2003"
59755,"6INAG4.0","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2003"
59767,"6INAG4.0","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2003"
59759,"6INAG4.0","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2003"
59758,"6INAG4.0","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2003"
59757,"6INAG4.0","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2003"
59766,"6INAG4.0","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2003"
59763,"6INAG4.0","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59760,"6INAG4.0","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59764,"6INAG4.0","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59768,"6INAG4.0","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2003"
59753,"6INAG4.0","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2003"
59749,"6INAG4.0","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2003"
59752,"6INAG4.0","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2003"
59750,"6INAG4.0","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2003"
59673,"6INAG4.0","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2003"
59812,"4INAG2.5","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2003"
141737,"4INAG2.5","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2003"
59806,"4INAG2.5","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2003"
141756,"4INAG2.5","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2003"
141761,"4INAG2.5","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2003"
369521,"4INAG2.5","ALL",60000,4,"Replace","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.01,1,"ALL","2003"
59802,"4INAG2.5","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.16,4,"ALL","2003"
59813,"4INAG2.5","ALL",7500,4,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2003"
59814,"4INAG2.5","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2003"
59837,"4INAG2.5","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2003"
59792,"4INAG2.5","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2003"
59803,"4INAG2.5","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2003"
59816,"4INAG2.5","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2003"
59815,"4INAG2.5","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2003"
59795,"4INAG2.5","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2003"
59838,"4INAG2.5","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2003"
59725,"4INAG2.5","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2003"
59836,"4INAG2.5","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2003"
59811,"4INAG2.5","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2003"
59834,"4INAG2.5","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2003"
59839,"4INAG2.5","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2003"
59810,"4INAG2.5","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.5,1,"ALL","2003"
59809,"4INAG2.5","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2003"
59796,"4INAG2.5","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2003"
59794,"4INAG2.5","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2003"
59793,"4INAG2.5","ALL",60000,4,"Replace","Distributor cap","The nonconductive cap of the distributor that contains the contacts leading to each individual spark plug.",0.2,1,"ALL","2003"
59791,"4INAG2.5","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2003"
59805,"4INAG2.5","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2003"
59801,"4INAG2.5","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59800,"4INAG2.5","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59797,"4INAG2.5","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59799,"4INAG2.5","ALL",75000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59798,"4INAG2.5","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2003"
59804,"4INAG2.5","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2003"
59808,"4INAG2.5","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2003"
59807,"4INAG2.5","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2003"
59726,"4INAG2.5","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2003"
59727,"4INAG2.5","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.5,"ALL","2003"
59677,"6INAG4.0","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.4,"ALL","2003"
59676,"6INAG4.0","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2003"
369447,"4INAG2.5","ALL",60000,4,"Replace","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.01,1,"ALL","2004"
107695,"4INAG2.5","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2004"
107690,"4INAG2.5","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.16,4,"ALL","2004"
107696,"4INAG2.5","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2004"
107682,"4INAG2.5","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2004"
107702,"4INAG2.5","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2004"
107705,"4INAG2.5","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2004"
107679,"4INAG2.5","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2004"
107687,"4INAG2.5","ALL",75000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
100946,"4INAG2.5","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2004"
107681,"4INAG2.5","ALL",60000,4,"Replace","Distributor cap","The nonconductive cap of the distributor that contains the contacts leading to each individual spark plug.",0.2,1,"ALL","2004"
107692,"4INAG2.5","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2004"
100945,"4INAG2.5","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2004"
107685,"4INAG2.5","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107703,"4INAG2.5","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2004"
100947,"4INAG2.5","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2004"
100974,"4INAG2.5","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2004"
107694,"4INAG2.5","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.5,1,"ALL","2004"
100975,"4INAG2.5","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2004"
107706,"4INAG2.5","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2004"
107684,"4INAG2.5","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2004"
159870,"4INAG2.5","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2004"
107678,"4INAG2.5","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2004"
107686,"4INAG2.5","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107689,"4INAG2.5","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107688,"4INAG2.5","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107680,"4INAG2.5","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2004"
107683,"4INAG2.5","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2004"
107691,"4INAG2.5","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2004"
107698,"4INAG2.5","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2004"
107693,"4INAG2.5","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2004"
107697,"4INAG2.5","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2004"
107701,"4INAG2.5","ALL",7500,4,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2004"
107700,"4INAG2.5","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2004"
107699,"4INAG2.5","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2004"
107704,"4INAG2.5","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2004"
100941,"6INAG4.0","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2004"
100970,"6INAG4.0","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2004"
369446,"6INAG4.0","ALL",60000,4,"Replace","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.01,1,"ALL","2004"
100973,"6INAG4.0","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2004"
107739,"6INAG4.0","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.24,6,"ALL","2004"
107749,"6INAG4.0","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2004"
100971,"6INAG4.0","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2004"
107752,"6INAG4.0","ALL",7500,4,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2004"
107744,"6INAG4.0","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2004"
107740,"6INAG4.0","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2004"
107735,"6INAG4.0","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107750,"6INAG4.0","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.6,6,"ALL","2004"
107737,"6INAG4.0","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
100942,"6INAG4.0","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2004"
107731,"6INAG4.0","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2004"
100943,"6INAG4.0","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2004"
100944,"6INAG4.0","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2004"
107755,"6INAG4.0","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2004"
100972,"6INAG4.0","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2004"
100940,"6INAG4.0","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2004"
159848,"6INAG4.0","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2004"
107745,"6INAG4.0","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2004"
107736,"6INAG4.0","ALL",75000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107743,"6INAG4.0","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.7,1,"ALL","2004"
107742,"6INAG4.0","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2004"
107746,"6INAG4.0","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2004"
107751,"6INAG4.0","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2004"
107756,"6INAG4.0","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2004"
107753,"6INAG4.0","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2004"
107732,"6INAG4.0","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2004"
107754,"6INAG4.0","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2004"
107730,"6INAG4.0","ALL",60000,4,"Replace","Distributor cap","The nonconductive cap of the distributor that contains the contacts leading to each individual spark plug.",0.2,1,"ALL","2004"
107734,"6INAG4.0","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107733,"6INAG4.0","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2004"
107738,"6INAG4.0","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2004"
107741,"6INAG4.0","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2004"
159849,"6INAG4.0","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2004"
107708,"4INAG2.5","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.5,"ALL","2004"
107757,"6INAG4.0","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.4,"ALL","2004"
107707,"4INAG2.5","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2004"
101990,"4INAG2.5","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.16,4,"ALL","2005"
157452,"4INAG2.5","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.5,1,"ALL","2005"
102075,"4INAG2.5","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2005"
102066,"4INAG2.5","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2005"
102074,"4INAG2.5","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2005"
102083,"4INAG2.5","ALL",75000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
157414,"4INAG2.5","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2005"
102067,"4INAG2.5","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2005"
101903,"4INAG2.5","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2005"
157485,"4INAG2.5","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2005"
157412,"4INAG2.5","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2005"
157416,"4INAG2.5","ALL",15000,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2005"
102072,"4INAG2.5","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2005"
101874,"4INAG2.5","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2005"
102071,"4INAG2.5","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2005"
157454,"4INAG2.5","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2005"
102069,"4INAG2.5","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2005"
102081,"4INAG2.5","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101877,"4INAG2.5","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2005"
157481,"4INAG2.5","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2005"
102077,"4INAG2.5","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2005"
102082,"4INAG2.5","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
157425,"4INAG2.5","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2005"
